title,url,source_archive,title_length,url_length
Latest internal U.S. government report and Ethiopian Human Rights Commission,http://aigaforum.com/article2021/Latest-internal-U.S.government-report-and-EHRC.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,76,83
Open Letter To Secretary of State Antony J. Blinken.,http://aigaforum.com/news2021/SJTE-Letter-to-State-Dept-Feb_25_2021.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,52,71
"Belligerent Amhara Regional State and Trails of Blood, Rape and Ethnic Cleansing",http://aigaforum.com/article2021/The-Amhara-Regional-State.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,80,62
Crimes against Tigrayan peacekeepers: Shame on Abiy Ahmed and the Country,http://aigaforum.com/article2021/Crimes-against-Tigrayan-peacekeepers.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,73,73
Seb-Hidri Tigray Civil Society - on The On-going Humanitarian Crisis and Genocide in Tigray,http://aigaforum.com/news2021/seb-hidri-statement-022121.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,91,60
The Tigrayan genocide,http://aigaforum.com/article2021/Tigray-genocide-022021.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,21,59
"On Junta, Fascism, and the nature of Evil",http://aigaforum.com/article2021/On-Junta-fasiscist-evil.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,41,60
A Requiem for Our Tegaru Martyrs,http://aigaforum.com/article2021/A-Requiem-for-Our-Tegaru-Martyrs.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,32,69
UAE: Don't Spoil Your History by Supporting Losing Dictators,http://aigaforum.com/article2021/UAE-shoud-not-spoil-its-history.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,60,68
Genocidal Warlord Isayas Afewerki's Staged Interview: Reality check,http://aigaforum.com/article2021/Genocidal-Warlord-Isayas-Afewerki.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,67,70
African Union: Do they know the African Charter?,http://aigaforum.com/article2021/Open-letter-to-the-African-Union.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,48,69
"Open letter to H.E. Mr. Pekka Haavisto, Minister of Foreign Affairs of Finland,",http://aigaforum.com/news2021/Eritrean-Message-to-Foreign-Minister-of-Finland,https://aigaforum.com/Archive/ArchiveMar2021.htm,79,77
Free Jawar Mohammed!,http://aigaforum.com/article2021/Free-Jawar.htm,https://aigaforum.com/Archive/ArchiveMar2021.htm,20,47
aigaforum.com,https://aigaforum.com/Archive/ArchiveMar2021_files/saved_resource,https://aigaforum.com/Archive/ArchiveMar2021.htm,13,65
TDA,http://www.tdaint.org/,https://aigaforum.com/Archive/ArchiveMar2021.htm,3,22
MU,http://www.mu.edu.et/,https://aigaforum.com/Archive/ArchiveMar2021.htm,2,21
Axum,http://www.axumalumniassociation.com/,https://aigaforum.com/Archive/ArchiveMar2021.htm,4,37
